ID,Class,Lable,Name,Status_1,Status_2
446,device,Mb_displacement_actuator,Mb_displacement_actuator_36_1,step_length,
447,device,Mb_displacement_actuator,Mb_displacement_actuator_36_2,step_length,
448,device,Mb_displacement_actuator,Mb_displacement_actuator_36_3,step_length,
449,device,Mb_displacement_actuator,Mb_displacement_actuator_37_1,step_length,
450,device,Mb_displacement_actuator,Mb_displacement_actuator_37_2,step_length,
451,device,Mb_displacement_actuator,Mb_displacement_actuator_37_3,step_length,
452,device,Ma_force_actuator,Ma_force_actuator_01_1,force_value,
453,device,Ma_force_actuator,Ma_force_actuator_01_2,force_value,
454,device,Ma_force_actuator,Ma_force_actuator_01_3,force_value,
455,device,Ma_force_actuator,Ma_force_actuator_01_4,force_value,
456,device,Ma_force_actuator,Ma_force_actuator_01_5,force_value,
457,device,Ma_force_actuator,Ma_force_actuator_01_6,force_value,
458,device,Ma_force_actuator,Ma_force_actuator_01_7,force_value,
459,device,Ma_force_actuator,Ma_force_actuator_01_8,force_value,
460,device,Ma_force_actuator,Ma_force_actuator_01_9,force_value,
461,device,Ma_force_actuator,Ma_force_actuator_01_10,force_value,
462,device,Ma_force_actuator,Ma_force_actuator_01_11,force_value,
463,device,Ma_force_actuator,Ma_force_actuator_01_12,force_value,
464,device,Ma_force_actuator,Ma_force_actuator_01_13,force_value,
465,device,Ma_force_actuator,Ma_force_actuator_01_14,force_value,
466,device,Ma_force_actuator,Ma_force_actuator_01_15,force_value,
467,device,Ma_force_actuator,Ma_force_actuator_01_16,force_value,
468,device,Ma_force_actuator,Ma_force_actuator_01_17,force_value,
469,device,Ma_force_actuator,Ma_force_actuator_01_18,force_value,
470,device,Ma_force_actuator,Ma_force_actuator_01_19,force_value,
471,device,Ma_force_actuator,Ma_force_actuator_01_20,force_value,
472,device,Ma_force_actuator,Ma_force_actuator_01_21,force_value,
473,device,Ma_force_actuator,Ma_force_actuator_01_22,force_value,
474,device,Ma_force_actuator,Ma_force_actuator_01_23,force_value,
475,device,Ma_force_actuator,Ma_force_actuator_01_24,force_value,
476,device,Ma_force_actuator,Ma_force_actuator_01_25,force_value,
477,device,Ma_force_actuator,Ma_force_actuator_01_26,force_value,
478,device,Ma_force_actuator,Ma_force_actuator_01_27,force_value,
479,device,Ma_force_actuator,Ma_force_actuator_01_28,force_value,
480,device,Ma_force_actuator,Ma_force_actuator_01_29,force_value,
481,device,Ma_force_actuator,Ma_force_actuator_01_30,force_value,
482,device,Ma_force_actuator,Ma_force_actuator_01_31,force_value,
483,device,Ma_force_actuator,Ma_force_actuator_01_32,force_value,
484,device,Ma_force_actuator,Ma_force_actuator_01_33,force_value,
485,device,Ma_force_actuator,Ma_force_actuator_01_34,force_value,
486,device,Ma_force_actuator,Ma_force_actuator_02_1,force_value,
487,device,Ma_force_actuator,Ma_force_actuator_02_2,force_value,
488,device,Ma_force_actuator,Ma_force_actuator_02_3,force_value,
489,device,Ma_force_actuator,Ma_force_actuator_02_4,force_value,
490,device,Ma_force_actuator,Ma_force_actuator_02_5,force_value,
491,device,Ma_force_actuator,Ma_force_actuator_02_6,force_value,
492,device,Ma_force_actuator,Ma_force_actuator_02_7,force_value,
493,device,Ma_force_actuator,Ma_force_actuator_02_8,force_value,
494,device,Ma_force_actuator,Ma_force_actuator_02_9,force_value,
495,device,Ma_force_actuator,Ma_force_actuator_02_10,force_value,
496,device,Ma_force_actuator,Ma_force_actuator_02_11,force_value,
497,device,Ma_force_actuator,Ma_force_actuator_02_12,force_value,
498,device,Ma_force_actuator,Ma_force_actuator_02_13,force_value,
499,device,Ma_force_actuator,Ma_force_actuator_02_14,force_value,
500,device,Ma_force_actuator,Ma_force_actuator_02_15,force_value,
501,device,Ma_force_actuator,Ma_force_actuator_02_16,force_value,
502,device,Ma_force_actuator,Ma_force_actuator_02_17,force_value,
503,device,Ma_force_actuator,Ma_force_actuator_02_18,force_value,
504,device,Ma_force_actuator,Ma_force_actuator_02_19,force_value,
505,device,Ma_force_actuator,Ma_force_actuator_02_20,force_value,
506,device,Ma_force_actuator,Ma_force_actuator_02_21,force_value,
507,device,Ma_force_actuator,Ma_force_actuator_02_22,force_value,
508,device,Ma_force_actuator,Ma_force_actuator_02_23,force_value,
509,device,Ma_force_actuator,Ma_force_actuator_02_24,force_value,
510,device,Ma_force_actuator,Ma_force_actuator_02_25,force_value,
511,device,Ma_force_actuator,Ma_force_actuator_02_26,force_value,
512,device,Ma_force_actuator,Ma_force_actuator_02_27,force_value,
513,device,Ma_force_actuator,Ma_force_actuator_02_28,force_value,
514,device,Ma_force_actuator,Ma_force_actuator_02_29,force_value,
515,device,Ma_force_actuator,Ma_force_actuator_02_30,force_value,
516,device,Ma_force_actuator,Ma_force_actuator_02_31,force_value,
517,device,Ma_force_actuator,Ma_force_actuator_02_32,force_value,
518,device,Ma_force_actuator,Ma_force_actuator_02_33,force_value,
519,device,Ma_force_actuator,Ma_force_actuator_02_34,force_value,
520,device,Ma_force_actuator,Ma_force_actuator_03_1,force_value,
521,device,Ma_force_actuator,Ma_force_actuator_03_2,force_value,
522,device,Ma_force_actuator,Ma_force_actuator_03_3,force_value,
523,device,Ma_force_actuator,Ma_force_actuator_03_4,force_value,
524,device,Ma_force_actuator,Ma_force_actuator_03_5,force_value,
525,device,Ma_force_actuator,Ma_force_actuator_03_6,force_value,
526,device,Ma_force_actuator,Ma_force_actuator_03_7,force_value,
527,device,Ma_force_actuator,Ma_force_actuator_03_8,force_value,
528,device,Ma_force_actuator,Ma_force_actuator_03_9,force_value,
529,device,Ma_force_actuator,Ma_force_actuator_03_10,force_value,
530,device,Ma_force_actuator,Ma_force_actuator_03_11,force_value,
531,device,Ma_force_actuator,Ma_force_actuator_03_12,force_value,
532,device,Ma_force_actuator,Ma_force_actuator_03_13,force_value,
533,device,Ma_force_actuator,Ma_force_actuator_03_14,force_value,
534,device,Ma_force_actuator,Ma_force_actuator_03_15,force_value,
535,device,Ma_force_actuator,Ma_force_actuator_03_16,force_value,
536,device,Ma_force_actuator,Ma_force_actuator_03_17,force_value,
537,device,Ma_force_actuator,Ma_force_actuator_03_18,force_value,
538,device,Ma_force_actuator,Ma_force_actuator_03_19,force_value,
539,device,Ma_force_actuator,Ma_force_actuator_03_20,force_value,
540,device,Ma_force_actuator,Ma_force_actuator_03_21,force_value,
541,device,Ma_force_actuator,Ma_force_actuator_03_22,force_value,
542,device,Ma_force_actuator,Ma_force_actuator_03_23,force_value,
543,device,Ma_force_actuator,Ma_force_actuator_03_24,force_value,
544,device,Ma_force_actuator,Ma_force_actuator_03_25,force_value,
545,device,Ma_force_actuator,Ma_force_actuator_03_26,force_value,
546,device,Ma_force_actuator,Ma_force_actuator_03_27,force_value,
547,device,Ma_force_actuator,Ma_force_actuator_03_28,force_value,
548,device,Ma_force_actuator,Ma_force_actuator_03_29,force_value,
549,device,Ma_force_actuator,Ma_force_actuator_03_30,force_value,
550,device,Ma_force_actuator,Ma_force_actuator_03_31,force_value,
551,device,Ma_force_actuator,Ma_force_actuator_03_32,force_value,
552,device,Ma_force_actuator,Ma_force_actuator_03_33,force_value,
553,device,Ma_force_actuator,Ma_force_actuator_03_34,force_value,
554,device,Ma_force_actuator,Ma_force_actuator_04_1,force_value,
555,device,Ma_force_actuator,Ma_force_actuator_04_2,force_value,
556,device,Ma_force_actuator,Ma_force_actuator_04_3,force_value,
557,device,Ma_force_actuator,Ma_force_actuator_04_4,force_value,
558,device,Ma_force_actuator,Ma_force_actuator_04_5,force_value,
559,device,Ma_force_actuator,Ma_force_actuator_04_6,force_value,
560,device,Ma_force_actuator,Ma_force_actuator_04_7,force_value,
561,device,Ma_force_actuator,Ma_force_actuator_04_8,force_value,
562,device,Ma_force_actuator,Ma_force_actuator_04_9,force_value,
563,device,Ma_force_actuator,Ma_force_actuator_04_10,force_value,
564,device,Ma_force_actuator,Ma_force_actuator_04_11,force_value,
565,device,Ma_force_actuator,Ma_force_actuator_04_12,force_value,
566,device,Ma_force_actuator,Ma_force_actuator_04_13,force_value,
567,device,Ma_force_actuator,Ma_force_actuator_04_14,force_value,
568,device,Ma_force_actuator,Ma_force_actuator_04_15,force_value,
569,device,Ma_force_actuator,Ma_force_actuator_04_16,force_value,
570,device,Ma_force_actuator,Ma_force_actuator_04_17,force_value,
571,device,Ma_force_actuator,Ma_force_actuator_04_18,force_value,
572,device,Ma_force_actuator,Ma_force_actuator_04_19,force_value,
573,device,Ma_force_actuator,Ma_force_actuator_04_20,force_value,
574,device,Ma_force_actuator,Ma_force_actuator_04_21,force_value,
575,device,Ma_force_actuator,Ma_force_actuator_04_22,force_value,
576,device,Ma_force_actuator,Ma_force_actuator_04_23,force_value,
577,device,Ma_force_actuator,Ma_force_actuator_04_24,force_value,
578,device,Ma_force_actuator,Ma_force_actuator_04_25,force_value,
579,device,Ma_force_actuator,Ma_force_actuator_04_26,force_value,
580,device,Ma_force_actuator,Ma_force_actuator_04_27,force_value,
581,device,Ma_force_actuator,Ma_force_actuator_04_28,force_value,
582,device,Ma_force_actuator,Ma_force_actuator_04_29,force_value,
583,device,Ma_force_actuator,Ma_force_actuator_04_30,force_value,
584,device,Ma_force_actuator,Ma_force_actuator_04_31,force_value,
585,device,Ma_force_actuator,Ma_force_actuator_04_32,force_value,
586,device,Ma_force_actuator,Ma_force_actuator_04_33,force_value,
587,device,Ma_force_actuator,Ma_force_actuator_04_34,force_value,
588,device,Ma_force_actuator,Ma_force_actuator_05_1,force_value,
589,device,Ma_force_actuator,Ma_force_actuator_05_2,force_value,
590,device,Ma_force_actuator,Ma_force_actuator_05_3,force_value,
591,device,Ma_force_actuator,Ma_force_actuator_05_4,force_value,
592,device,Ma_force_actuator,Ma_force_actuator_05_5,force_value,
593,device,Ma_force_actuator,Ma_force_actuator_05_6,force_value,
594,device,Ma_force_actuator,Ma_force_actuator_05_7,force_value,
595,device,Ma_force_actuator,Ma_force_actuator_05_8,force_value,
596,device,Ma_force_actuator,Ma_force_actuator_05_9,force_value,
597,device,Ma_force_actuator,Ma_force_actuator_05_10,force_value,
598,device,Ma_force_actuator,Ma_force_actuator_05_11,force_value,
599,device,Ma_force_actuator,Ma_force_actuator_05_12,force_value,
600,device,Ma_force_actuator,Ma_force_actuator_05_13,force_value,
601,device,Ma_force_actuator,Ma_force_actuator_05_14,force_value,
602,device,Ma_force_actuator,Ma_force_actuator_05_15,force_value,
603,device,Ma_force_actuator,Ma_force_actuator_05_16,force_value,
604,device,Ma_force_actuator,Ma_force_actuator_05_17,force_value,
605,device,Ma_force_actuator,Ma_force_actuator_05_18,force_value,
606,device,Ma_force_actuator,Ma_force_actuator_05_19,force_value,
607,device,Ma_force_actuator,Ma_force_actuator_05_20,force_value,
608,device,Ma_force_actuator,Ma_force_actuator_05_21,force_value,
609,device,Ma_force_actuator,Ma_force_actuator_05_22,force_value,
610,device,Ma_force_actuator,Ma_force_actuator_05_23,force_value,
611,device,Ma_force_actuator,Ma_force_actuator_05_24,force_value,
612,device,Ma_force_actuator,Ma_force_actuator_05_25,force_value,
613,device,Ma_force_actuator,Ma_force_actuator_05_26,force_value,
614,device,Ma_force_actuator,Ma_force_actuator_05_27,force_value,
615,device,Ma_force_actuator,Ma_force_actuator_05_28,force_value,
616,device,Ma_force_actuator,Ma_force_actuator_05_29,force_value,
617,device,Ma_force_actuator,Ma_force_actuator_05_30,force_value,
618,device,Ma_force_actuator,Ma_force_actuator_05_31,force_value,
619,device,Ma_force_actuator,Ma_force_actuator_05_32,force_value,
620,device,Ma_force_actuator,Ma_force_actuator_05_33,force_value,
621,device,Ma_force_actuator,Ma_force_actuator_05_34,force_value,
622,device,Ma_force_actuator,Ma_force_actuator_06_1,force_value,
623,device,Ma_force_actuator,Ma_force_actuator_06_2,force_value,
624,device,Ma_force_actuator,Ma_force_actuator_06_3,force_value,
625,device,Ma_force_actuator,Ma_force_actuator_06_4,force_value,
626,device,Ma_force_actuator,Ma_force_actuator_06_5,force_value,
627,device,Ma_force_actuator,Ma_force_actuator_06_6,force_value,
628,device,Ma_force_actuator,Ma_force_actuator_06_7,force_value,
629,device,Ma_force_actuator,Ma_force_actuator_06_8,force_value,
630,device,Ma_force_actuator,Ma_force_actuator_06_9,force_value,
631,device,Ma_force_actuator,Ma_force_actuator_06_10,force_value,
632,device,Ma_force_actuator,Ma_force_actuator_06_11,force_value,
633,device,Ma_force_actuator,Ma_force_actuator_06_12,force_value,
634,device,Ma_force_actuator,Ma_force_actuator_06_13,force_value,
635,device,Ma_force_actuator,Ma_force_actuator_06_14,force_value,
636,device,Ma_force_actuator,Ma_force_actuator_06_15,force_value,
637,device,Ma_force_actuator,Ma_force_actuator_06_16,force_value,
638,device,Ma_force_actuator,Ma_force_actuator_06_17,force_value,
639,device,Ma_force_actuator,Ma_force_actuator_06_18,force_value,
640,device,Ma_force_actuator,Ma_force_actuator_06_19,force_value,
641,device,Ma_force_actuator,Ma_force_actuator_06_20,force_value,
642,device,Ma_force_actuator,Ma_force_actuator_06_21,force_value,
643,device,Ma_force_actuator,Ma_force_actuator_06_22,force_value,
644,device,Ma_force_actuator,Ma_force_actuator_06_23,force_value,
645,device,Ma_force_actuator,Ma_force_actuator_06_24,force_value,
646,device,Ma_force_actuator,Ma_force_actuator_06_25,force_value,
647,device,Ma_force_actuator,Ma_force_actuator_06_26,force_value,
648,device,Ma_force_actuator,Ma_force_actuator_06_27,force_value,
649,device,Ma_force_actuator,Ma_force_actuator_06_28,force_value,
650,device,Ma_force_actuator,Ma_force_actuator_06_29,force_value,
651,device,Ma_force_actuator,Ma_force_actuator_06_30,force_value,
652,device,Ma_force_actuator,Ma_force_actuator_06_31,force_value,
653,device,Ma_force_actuator,Ma_force_actuator_06_32,force_value,
654,device,Ma_force_actuator,Ma_force_actuator_06_33,force_value,
655,device,Ma_force_actuator,Ma_force_actuator_06_34,force_value,
656,device,Ma_force_actuator,Ma_force_actuator_07_1,force_value,
657,device,Ma_force_actuator,Ma_force_actuator_07_2,force_value,
658,device,Ma_force_actuator,Ma_force_actuator_07_3,force_value,
659,device,Ma_force_actuator,Ma_force_actuator_07_4,force_value,
660,device,Ma_force_actuator,Ma_force_actuator_07_5,force_value,
661,device,Ma_force_actuator,Ma_force_actuator_07_6,force_value,
662,device,Ma_force_actuator,Ma_force_actuator_07_7,force_value,
663,device,Ma_force_actuator,Ma_force_actuator_07_8,force_value,
664,device,Ma_force_actuator,Ma_force_actuator_07_9,force_value,
665,device,Ma_force_actuator,Ma_force_actuator_07_10,force_value,
666,device,Ma_force_actuator,Ma_force_actuator_07_11,force_value,
667,device,Ma_force_actuator,Ma_force_actuator_07_12,force_value,
668,device,Ma_force_actuator,Ma_force_actuator_07_13,force_value,
669,device,Ma_force_actuator,Ma_force_actuator_07_14,force_value,
670,device,Ma_force_actuator,Ma_force_actuator_07_15,force_value,
671,device,Ma_force_actuator,Ma_force_actuator_07_16,force_value,
672,device,Ma_force_actuator,Ma_force_actuator_07_17,force_value,
673,device,Ma_force_actuator,Ma_force_actuator_07_18,force_value,
674,device,Ma_force_actuator,Ma_force_actuator_07_19,force_value,
675,device,Ma_force_actuator,Ma_force_actuator_07_20,force_value,
676,device,Ma_force_actuator,Ma_force_actuator_07_21,force_value,
677,device,Ma_force_actuator,Ma_force_actuator_07_22,force_value,
678,device,Ma_force_actuator,Ma_force_actuator_07_23,force_value,
679,device,Ma_force_actuator,Ma_force_actuator_07_24,force_value,
680,device,Ma_force_actuator,Ma_force_actuator_07_25,force_value,
681,device,Ma_force_actuator,Ma_force_actuator_07_26,force_value,
682,device,Ma_force_actuator,Ma_force_actuator_07_27,force_value,
683,device,Ma_force_actuator,Ma_force_actuator_07_28,force_value,
684,device,Ma_force_actuator,Ma_force_actuator_07_29,force_value,
685,device,Ma_force_actuator,Ma_force_actuator_07_30,force_value,
686,device,Ma_force_actuator,Ma_force_actuator_07_31,force_value,
687,device,Ma_force_actuator,Ma_force_actuator_07_32,force_value,
688,device,Ma_force_actuator,Ma_force_actuator_07_33,force_value,
689,device,Ma_force_actuator,Ma_force_actuator_07_34,force_value,
690,device,Ma_force_actuator,Ma_force_actuator_08_1,force_value,
691,device,Ma_force_actuator,Ma_force_actuator_08_2,force_value,
692,device,Ma_force_actuator,Ma_force_actuator_08_3,force_value,
693,device,Ma_force_actuator,Ma_force_actuator_08_4,force_value,
694,device,Ma_force_actuator,Ma_force_actuator_08_5,force_value,
695,device,Ma_force_actuator,Ma_force_actuator_08_6,force_value,
696,device,Ma_force_actuator,Ma_force_actuator_08_7,force_value,
697,device,Ma_force_actuator,Ma_force_actuator_08_8,force_value,
698,device,Ma_force_actuator,Ma_force_actuator_08_9,force_value,
699,device,Ma_force_actuator,Ma_force_actuator_08_10,force_value,
700,device,Ma_force_actuator,Ma_force_actuator_08_11,force_value,
701,device,Ma_force_actuator,Ma_force_actuator_08_12,force_value,
702,device,Ma_force_actuator,Ma_force_actuator_08_13,force_value,
703,device,Ma_force_actuator,Ma_force_actuator_08_14,force_value,
704,device,Ma_force_actuator,Ma_force_actuator_08_15,force_value,
705,device,Ma_force_actuator,Ma_force_actuator_08_16,force_value,
706,device,Ma_force_actuator,Ma_force_actuator_08_17,force_value,
707,device,Ma_force_actuator,Ma_force_actuator_08_18,force_value,
708,device,Ma_force_actuator,Ma_force_actuator_08_19,force_value,
709,device,Ma_force_actuator,Ma_force_actuator_08_20,force_value,
710,device,Ma_force_actuator,Ma_force_actuator_08_21,force_value,
711,device,Ma_force_actuator,Ma_force_actuator_08_22,force_value,
712,device,Ma_force_actuator,Ma_force_actuator_08_23,force_value,
713,device,Ma_force_actuator,Ma_force_actuator_08_24,force_value,
714,device,Ma_force_actuator,Ma_force_actuator_08_25,force_value,
715,device,Ma_force_actuator,Ma_force_actuator_08_26,force_value,
716,device,Ma_force_actuator,Ma_force_actuator_08_27,force_value,
717,device,Ma_force_actuator,Ma_force_actuator_08_28,force_value,
718,device,Ma_force_actuator,Ma_force_actuator_08_29,force_value,
719,device,Ma_force_actuator,Ma_force_actuator_08_30,force_value,
720,device,Ma_force_actuator,Ma_force_actuator_08_31,force_value,
721,device,Ma_force_actuator,Ma_force_actuator_08_32,force_value,
722,device,Ma_force_actuator,Ma_force_actuator_08_33,force_value,
723,device,Ma_force_actuator,Ma_force_actuator_08_34,force_value,
724,device,Ma_force_actuator,Ma_force_actuator_09_1,force_value,
725,device,Ma_force_actuator,Ma_force_actuator_09_2,force_value,
726,device,Ma_force_actuator,Ma_force_actuator_09_3,force_value,
727,device,Ma_force_actuator,Ma_force_actuator_09_4,force_value,
728,device,Ma_force_actuator,Ma_force_actuator_09_5,force_value,
729,device,Ma_force_actuator,Ma_force_actuator_09_6,force_value,
730,device,Ma_force_actuator,Ma_force_actuator_09_7,force_value,
731,device,Ma_force_actuator,Ma_force_actuator_09_8,force_value,
732,device,Ma_force_actuator,Ma_force_actuator_09_9,force_value,
733,device,Ma_force_actuator,Ma_force_actuator_09_10,force_value,
734,device,Ma_force_actuator,Ma_force_actuator_09_11,force_value,
735,device,Ma_force_actuator,Ma_force_actuator_09_12,force_value,
736,device,Ma_force_actuator,Ma_force_actuator_09_13,force_value,
737,device,Ma_force_actuator,Ma_force_actuator_09_14,force_value,
738,device,Ma_force_actuator,Ma_force_actuator_09_15,force_value,
739,device,Ma_force_actuator,Ma_force_actuator_09_16,force_value,
740,device,Ma_force_actuator,Ma_force_actuator_09_17,force_value,
741,device,Ma_force_actuator,Ma_force_actuator_09_18,force_value,
742,device,Ma_force_actuator,Ma_force_actuator_09_19,force_value,
743,device,Ma_force_actuator,Ma_force_actuator_09_20,force_value,
744,device,Ma_force_actuator,Ma_force_actuator_09_21,force_value,
745,device,Ma_force_actuator,Ma_force_actuator_09_22,force_value,
746,device,Ma_force_actuator,Ma_force_actuator_09_23,force_value,
747,device,Ma_force_actuator,Ma_force_actuator_09_24,force_value,
748,device,Ma_force_actuator,Ma_force_actuator_09_25,force_value,
749,device,Ma_force_actuator,Ma_force_actuator_09_26,force_value,
750,device,Ma_force_actuator,Ma_force_actuator_09_27,force_value,
751,device,Ma_force_actuator,Ma_force_actuator_09_28,force_value,
752,device,Ma_force_actuator,Ma_force_actuator_09_29,force_value,
753,device,Ma_force_actuator,Ma_force_actuator_09_30,force_value,
754,device,Ma_force_actuator,Ma_force_actuator_09_31,force_value,
755,device,Ma_force_actuator,Ma_force_actuator_09_32,force_value,
756,device,Ma_force_actuator,Ma_force_actuator_09_33,force_value,
757,device,Ma_force_actuator,Ma_force_actuator_09_34,force_value,
758,device,Ma_force_actuator,Ma_force_actuator_10_1,force_value,
759,device,Ma_force_actuator,Ma_force_actuator_10_2,force_value,
760,device,Ma_force_actuator,Ma_force_actuator_10_3,force_value,
761,device,Ma_force_actuator,Ma_force_actuator_10_4,force_value,
762,device,Ma_force_actuator,Ma_force_actuator_10_5,force_value,
763,device,Ma_force_actuator,Ma_force_actuator_10_6,force_value,
764,device,Ma_force_actuator,Ma_force_actuator_10_7,force_value,
765,device,Ma_force_actuator,Ma_force_actuator_10_8,force_value,
766,device,Ma_force_actuator,Ma_force_actuator_10_9,force_value,
767,device,Ma_force_actuator,Ma_force_actuator_10_10,force_value,
768,device,Ma_force_actuator,Ma_force_actuator_10_11,force_value,
769,device,Ma_force_actuator,Ma_force_actuator_10_12,force_value,
770,device,Ma_force_actuator,Ma_force_actuator_10_13,force_value,
771,device,Ma_force_actuator,Ma_force_actuator_10_14,force_value,
772,device,Ma_force_actuator,Ma_force_actuator_10_15,force_value,
773,device,Ma_force_actuator,Ma_force_actuator_10_16,force_value,
774,device,Ma_force_actuator,Ma_force_actuator_10_17,force_value,
775,device,Ma_force_actuator,Ma_force_actuator_10_18,force_value,
776,device,Ma_force_actuator,Ma_force_actuator_10_19,force_value,
777,device,Ma_force_actuator,Ma_force_actuator_10_20,force_value,
778,device,Ma_force_actuator,Ma_force_actuator_10_21,force_value,
779,device,Ma_force_actuator,Ma_force_actuator_10_22,force_value,
780,device,Ma_force_actuator,Ma_force_actuator_10_23,force_value,
781,device,Ma_force_actuator,Ma_force_actuator_10_24,force_value,
782,device,Ma_force_actuator,Ma_force_actuator_10_25,force_value,
783,device,Ma_force_actuator,Ma_force_actuator_10_26,force_value,
784,device,Ma_force_actuator,Ma_force_actuator_10_27,force_value,
785,device,Ma_force_actuator,Ma_force_actuator_10_28,force_value,
786,device,Ma_force_actuator,Ma_force_actuator_10_29,force_value,
787,device,Ma_force_actuator,Ma_force_actuator_10_30,force_value,
788,device,Ma_force_actuator,Ma_force_actuator_10_31,force_value,
789,device,Ma_force_actuator,Ma_force_actuator_10_32,force_value,
790,device,Ma_force_actuator,Ma_force_actuator_10_33,force_value,
791,device,Ma_force_actuator,Ma_force_actuator_10_34,force_value,
792,device,Ma_force_actuator,Ma_force_actuator_11_1,force_value,
793,device,Ma_force_actuator,Ma_force_actuator_11_2,force_value,
794,device,Ma_force_actuator,Ma_force_actuator_11_3,force_value,
795,device,Ma_force_actuator,Ma_force_actuator_11_4,force_value,
796,device,Ma_force_actuator,Ma_force_actuator_11_5,force_value,
797,device,Ma_force_actuator,Ma_force_actuator_11_6,force_value,
798,device,Ma_force_actuator,Ma_force_actuator_11_7,force_value,
799,device,Ma_force_actuator,Ma_force_actuator_11_8,force_value,
800,device,Ma_force_actuator,Ma_force_actuator_11_9,force_value,
801,device,Ma_force_actuator,Ma_force_actuator_11_10,force_value,
802,device,Ma_force_actuator,Ma_force_actuator_11_11,force_value,
803,device,Ma_force_actuator,Ma_force_actuator_11_12,force_value,
804,device,Ma_force_actuator,Ma_force_actuator_11_13,force_value,
805,device,Ma_force_actuator,Ma_force_actuator_11_14,force_value,
806,device,Ma_force_actuator,Ma_force_actuator_11_15,force_value,
807,device,Ma_force_actuator,Ma_force_actuator_11_16,force_value,
808,device,Ma_force_actuator,Ma_force_actuator_11_17,force_value,
809,device,Ma_force_actuator,Ma_force_actuator_11_18,force_value,
810,device,Ma_force_actuator,Ma_force_actuator_11_19,force_value,
811,device,Ma_force_actuator,Ma_force_actuator_11_20,force_value,
812,device,Ma_force_actuator,Ma_force_actuator_11_21,force_value,
813,device,Ma_force_actuator,Ma_force_actuator_11_22,force_value,
814,device,Ma_force_actuator,Ma_force_actuator_11_23,force_value,
815,device,Ma_force_actuator,Ma_force_actuator_11_24,force_value,
816,device,Ma_force_actuator,Ma_force_actuator_11_25,force_value,
817,device,Ma_force_actuator,Ma_force_actuator_11_26,force_value,
818,device,Ma_force_actuator,Ma_force_actuator_11_27,force_value,
819,device,Ma_force_actuator,Ma_force_actuator_11_28,force_value,
820,device,Ma_force_actuator,Ma_force_actuator_11_29,force_value,
821,device,Ma_force_actuator,Ma_force_actuator_11_30,force_value,
822,device,Ma_force_actuator,Ma_force_actuator_11_31,force_value,
823,device,Ma_force_actuator,Ma_force_actuator_11_32,force_value,
824,device,Ma_force_actuator,Ma_force_actuator_11_33,force_value,
825,device,Ma_force_actuator,Ma_force_actuator_11_34,force_value,
826,device,Ma_force_actuator,Ma_force_actuator_12_1,force_value,
827,device,Ma_force_actuator,Ma_force_actuator_12_2,force_value,
828,device,Ma_force_actuator,Ma_force_actuator_12_3,force_value,
829,device,Ma_force_actuator,Ma_force_actuator_12_4,force_value,
830,device,Ma_force_actuator,Ma_force_actuator_12_5,force_value,
831,device,Ma_force_actuator,Ma_force_actuator_12_6,force_value,
832,device,Ma_force_actuator,Ma_force_actuator_12_7,force_value,
833,device,Ma_force_actuator,Ma_force_actuator_12_8,force_value,
834,device,Ma_force_actuator,Ma_force_actuator_12_9,force_value,
835,device,Ma_force_actuator,Ma_force_actuator_12_10,force_value,
836,device,Ma_force_actuator,Ma_force_actuator_12_11,force_value,
837,device,Ma_force_actuator,Ma_force_actuator_12_12,force_value,
838,device,Ma_force_actuator,Ma_force_actuator_12_13,force_value,
839,device,Ma_force_actuator,Ma_force_actuator_12_14,force_value,
840,device,Ma_force_actuator,Ma_force_actuator_12_15,force_value,
841,device,Ma_force_actuator,Ma_force_actuator_12_16,force_value,
842,device,Ma_force_actuator,Ma_force_actuator_12_17,force_value,
843,device,Ma_force_actuator,Ma_force_actuator_12_18,force_value,
844,device,Ma_force_actuator,Ma_force_actuator_12_19,force_value,
845,device,Ma_force_actuator,Ma_force_actuator_12_20,force_value,
846,device,Ma_force_actuator,Ma_force_actuator_12_21,force_value,
847,device,Ma_force_actuator,Ma_force_actuator_12_22,force_value,
848,device,Ma_force_actuator,Ma_force_actuator_12_23,force_value,
849,device,Ma_force_actuator,Ma_force_actuator_12_24,force_value,
850,device,Ma_force_actuator,Ma_force_actuator_12_25,force_value,
851,device,Ma_force_actuator,Ma_force_actuator_12_26,force_value,
852,device,Ma_force_actuator,Ma_force_actuator_12_27,force_value,
853,device,Ma_force_actuator,Ma_force_actuator_12_28,force_value,
854,device,Ma_force_actuator,Ma_force_actuator_12_29,force_value,
855,device,Ma_force_actuator,Ma_force_actuator_12_30,force_value,
856,device,Ma_force_actuator,Ma_force_actuator_12_31,force_value,
857,device,Ma_force_actuator,Ma_force_actuator_12_32,force_value,
858,device,Ma_force_actuator,Ma_force_actuator_12_33,force_value,
859,device,Ma_force_actuator,Ma_force_actuator_12_34,force_value,
860,device,Ma_force_actuator,Ma_force_actuator_13_1,force_value,
861,device,Ma_force_actuator,Ma_force_actuator_13_2,force_value,
862,device,Ma_force_actuator,Ma_force_actuator_13_3,force_value,
863,device,Ma_force_actuator,Ma_force_actuator_13_4,force_value,
864,device,Ma_force_actuator,Ma_force_actuator_13_5,force_value,
865,device,Ma_force_actuator,Ma_force_actuator_13_6,force_value,
866,device,Ma_force_actuator,Ma_force_actuator_13_7,force_value,
867,device,Ma_force_actuator,Ma_force_actuator_13_8,force_value,
