Source,Target,Type,
9,3,submirrot_tilt_lead,
10,3,submirrot_tilt_lead,
11,3,submirrot_tilt_lead,
12,3,submirrot_tilt_lead,
13,3,submirrot_tilt_lead,
14,3,submirrot_tilt_lead,
15,3,submirrot_tilt_lead,
16,3,submirrot_tilt_lead,
17,3,submirrot_tilt_lead,
18,3,submirrot_tilt_lead,
19,3,submirrot_tilt_lead,
20,3,submirrot_tilt_lead,
21,3,submirrot_tilt_lead,
22,3,submirrot_tilt_lead,
23,3,submirrot_tilt_lead,
24,3,submirrot_tilt_lead,
25,3,submirrot_tilt_lead,
26,3,submirrot_tilt_lead,
27,3,submirrot_tilt_lead,
28,3,submirrot_tilt_lead,
29,3,submirrot_tilt_lead,
30,3,submirrot_tilt_lead,
31,3,submirrot_tilt_lead,
32,3,submirrot_tilt_lead,
33,3,submirrot_tilt_lead,
34,3,submirrot_tilt_lead,
35,3,submirrot_tilt_lead,
36,3,submirrot_tilt_lead,
37,3,submirrot_tilt_lead,
38,3,submirrot_tilt_lead,
39,3,submirrot_tilt_lead,
40,3,submirrot_tilt_lead,
41,3,submirrot_tilt_lead,
42,3,submirrot_tilt_lead,
43,3,submirrot_tilt_lead,
44,3,submirrot_tilt_lead,
45,3,submirrot_tilt_lead,
46,3,submirrot_tilt_lead,
47,3,submirrot_tilt_lead,
48,3,submirrot_tilt_lead,
49,3,submirrot_tilt_lead,
50,3,submirrot_tilt_lead,
51,3,submirrot_tilt_lead,
52,3,submirrot_tilt_lead,
53,3,submirrot_tilt_lead,
54,3,submirrot_tilt_lead,
55,3,submirrot_tilt_lead,
56,3,submirrot_tilt_lead,
57,3,submirrot_tilt_lead,
58,3,submirrot_tilt_lead,
59,3,submirrot_tilt_lead,
60,3,submirrot_tilt_lead,
61,3,submirrot_tilt_lead,
62,3,submirrot_tilt_lead,
63,3,submirrot_tilt_lead,
64,3,submirrot_tilt_lead,
65,3,submirrot_tilt_lead,
66,3,submirrot_tilt_lead,
269,6,dispalcement_actuator_error_lead,
270,6,dispalcement_actuator_error_lead,
271,6,dispalcement_actuator_error_lead,
272,7,dispalcement_actuator_error_lead,
273,7,dispalcement_actuator_error_lead,
274,7,dispalcement_actuator_error_lead,
275,8,dispalcement_actuator_error_lead,
276,8,dispalcement_actuator_error_lead,
277,8,dispalcement_actuator_error_lead,
278,9,dispalcement_actuator_error_lead,
279,9,dispalcement_actuator_error_lead,
280,9,dispalcement_actuator_error_lead,
281,10,dispalcement_actuator_error_lead,
282,10,dispalcement_actuator_error_lead,
283,10,dispalcement_actuator_error_lead,
284,11,dispalcement_actuator_error_lead,
285,11,dispalcement_actuator_error_lead,
286,11,dispalcement_actuator_error_lead,
287,12,dispalcement_actuator_error_lead,
288,12,dispalcement_actuator_error_lead,
289,12,dispalcement_actuator_error_lead,
290,13,dispalcement_actuator_error_lead,
291,13,dispalcement_actuator_error_lead,
292,13,dispalcement_actuator_error_lead,
293,14,dispalcement_actuator_error_lead,
294,14,dispalcement_actuator_error_lead,
295,14,dispalcement_actuator_error_lead,
296,15,dispalcement_actuator_error_lead,
297,15,dispalcement_actuator_error_lead,
298,15,dispalcement_actuator_error_lead,
299,16,dispalcement_actuator_error_lead,
300,16,dispalcement_actuator_error_lead,
301,16,dispalcement_actuator_error_lead,
302,17,dispalcement_actuator_error_lead,
303,17,dispalcement_actuator_error_lead,
304,17,dispalcement_actuator_error_lead,
305,18,dispalcement_actuator_error_lead,
306,18,dispalcement_actuator_error_lead,
307,18,dispalcement_actuator_error_lead,
308,19,dispalcement_actuator_error_lead,
309,19,dispalcement_actuator_error_lead,
310,19,dispalcement_actuator_error_lead,
311,20,dispalcement_actuator_error_lead,
312,20,dispalcement_actuator_error_lead,
313,20,dispalcement_actuator_error_lead,
314,21,dispalcement_actuator_error_lead,
315,21,dispalcement_actuator_error_lead,
316,21,dispalcement_actuator_error_lead,
317,22,dispalcement_actuator_error_lead,
318,22,dispalcement_actuator_error_lead,
319,22,dispalcement_actuator_error_lead,
320,23,dispalcement_actuator_error_lead,
321,23,dispalcement_actuator_error_lead,
322,23,dispalcement_actuator_error_lead,
323,24,dispalcement_actuator_error_lead,
324,24,dispalcement_actuator_error_lead,
325,24,dispalcement_actuator_error_lead,
326,25,dispalcement_actuator_error_lead,
327,25,dispalcement_actuator_error_lead,
328,25,dispalcement_actuator_error_lead,
329,26,dispalcement_actuator_error_lead,
330,26,dispalcement_actuator_error_lead,
331,26,dispalcement_actuator_error_lead,
332,27,dispalcement_actuator_error_lead,
333,27,dispalcement_actuator_error_lead,
334,27,dispalcement_actuator_error_lead,
335,28,dispalcement_actuator_error_lead,
336,28,dispalcement_actuator_error_lead,
337,28,dispalcement_actuator_error_lead,
338,29,dispalcement_actuator_error_lead,
339,29,dispalcement_actuator_error_lead,
340,29,dispalcement_actuator_error_lead,
341,30,dispalcement_actuator_error_lead,
342,30,dispalcement_actuator_error_lead,
343,30,dispalcement_actuator_error_lead,
344,31,dispalcement_actuator_error_lead,
345,31,dispalcement_actuator_error_lead,
346,31,dispalcement_actuator_error_lead,
347,32,dispalcement_actuator_error_lead,
348,32,dispalcement_actuator_error_lead,
349,32,dispalcement_actuator_error_lead,
350,33,dispalcement_actuator_error_lead,
351,33,dispalcement_actuator_error_lead,
352,33,dispalcement_actuator_error_lead,
353,34,dispalcement_actuator_error_lead,
354,34,dispalcement_actuator_error_lead,
355,34,dispalcement_actuator_error_lead,
356,35,dispalcement_actuator_error_lead,
357,35,dispalcement_actuator_error_lead,
358,35,dispalcement_actuator_error_lead,
359,36,dispalcement_actuator_error_lead,
360,36,dispalcement_actuator_error_lead,
361,36,dispalcement_actuator_error_lead,
362,37,dispalcement_actuator_error_lead,
363,37,dispalcement_actuator_error_lead,
364,37,dispalcement_actuator_error_lead,
365,38,dispalcement_actuator_error_lead,
366,38,dispalcement_actuator_error_lead,
367,38,dispalcement_actuator_error_lead,
368,39,dispalcement_actuator_error_lead,
369,39,dispalcement_actuator_error_lead,
370,39,dispalcement_actuator_error_lead,
371,40,dispalcement_actuator_error_lead,
372,40,dispalcement_actuator_error_lead,
373,40,dispalcement_actuator_error_lead,
374,41,dispalcement_actuator_error_lead,
375,41,dispalcement_actuator_error_lead,
376,41,dispalcement_actuator_error_lead,
377,42,dispalcement_actuator_error_lead,
378,42,dispalcement_actuator_error_lead,
379,42,dispalcement_actuator_error_lead,
380,43,dispalcement_actuator_error_lead,
381,43,dispalcement_actuator_error_lead,
382,43,dispalcement_actuator_error_lead,
383,44,dispalcement_actuator_error_lead,
384,44,dispalcement_actuator_error_lead,
385,44,dispalcement_actuator_error_lead,
386,45,dispalcement_actuator_error_lead,
387,45,dispalcement_actuator_error_lead,
388,45,dispalcement_actuator_error_lead,
389,46,dispalcement_actuator_error_lead,
390,46,dispalcement_actuator_error_lead,
391,46,dispalcement_actuator_error_lead,
392,47,dispalcement_actuator_error_lead,
393,47,dispalcement_actuator_error_lead,
394,47,dispalcement_actuator_error_lead,
395,48,dispalcement_actuator_error_lead,
396,48,dispalcement_actuator_error_lead,
397,48,dispalcement_actuator_error_lead,
398,49,dispalcement_actuator_error_lead,
399,49,dispalcement_actuator_error_lead,
400,49,dispalcement_actuator_error_lead,
401,50,dispalcement_actuator_error_lead,
402,50,dispalcement_actuator_error_lead,
403,50,dispalcement_actuator_error_lead,
404,51,dispalcement_actuator_error_lead,
405,51,dispalcement_actuator_error_lead,
406,51,dispalcement_actuator_error_lead,
407,52,dispalcement_actuator_error_lead,
408,52,dispalcement_actuator_error_lead,
409,52,dispalcement_actuator_error_lead,
410,53,dispalcement_actuator_error_lead,
411,53,dispalcement_actuator_error_lead,
412,53,dispalcement_actuator_error_lead,
413,54,dispalcement_actuator_error_lead,
414,54,dispalcement_actuator_error_lead,
415,54,dispalcement_actuator_error_lead,
416,55,dispalcement_actuator_error_lead,
417,55,dispalcement_actuator_error_lead,
418,55,dispalcement_actuator_error_lead,
419,56,dispalcement_actuator_error_lead,
420,56,dispalcement_actuator_error_lead,
421,56,dispalcement_actuator_error_lead,
422,57,dispalcement_actuator_error_lead,
423,57,dispalcement_actuator_error_lead,
424,57,dispalcement_actuator_error_lead,
425,58,dispalcement_actuator_error_lead,
426,58,dispalcement_actuator_error_lead,
427,58,dispalcement_actuator_error_lead,
428,59,dispalcement_actuator_error_lead,
429,59,dispalcement_actuator_error_lead,
430,59,dispalcement_actuator_error_lead,
431,60,dispalcement_actuator_error_lead,
432,60,dispalcement_actuator_error_lead,
433,60,dispalcement_actuator_error_lead,
434,61,dispalcement_actuator_error_lead,
435,61,dispalcement_actuator_error_lead,
436,61,dispalcement_actuator_error_lead,
437,62,dispalcement_actuator_error_lead,
438,62,dispalcement_actuator_error_lead,
439,62,dispalcement_actuator_error_lead,
440,63,dispalcement_actuator_error_lead,
441,63,dispalcement_actuator_error_lead,
442,63,dispalcement_actuator_error_lead,
443,64,dispalcement_actuator_error_lead,
444,64,dispalcement_actuator_error_lead,
445,64,dispalcement_actuator_error_lead,
446,65,dispalcement_actuator_error_lead,
447,65,dispalcement_actuator_error_lead,
448,65,dispalcement_actuator_error_lead,
449,66,dispalcement_actuator_error_lead,
450,66,dispalcement_actuator_error_lead,
451,66,dispalcement_actuator_error_lead,
67,6,submirrot_tilt_lead,
68,6,submirrot_tilt_lead,
69,6,submirrot_tilt_lead,
70,7,submirrot_tilt_lead,
71,7,submirrot_tilt_lead,
72,7,submirrot_tilt_lead,
73,8,submirrot_tilt_lead,
74,8,submirrot_tilt_lead,
75,8,submirrot_tilt_lead,
76,9,submirrot_tilt_lead,
77,9,submirrot_tilt_lead,
78,9,submirrot_tilt_lead,
79,10,submirrot_tilt_lead,
80,10,submirrot_tilt_lead,
81,10,submirrot_tilt_lead,
82,11,submirrot_tilt_lead,
83,11,submirrot_tilt_lead,
84,11,submirrot_tilt_lead,
85,12,submirrot_tilt_lead,
86,12,submirrot_tilt_lead,
87,12,submirrot_tilt_lead,
88,13,submirrot_tilt_lead,
89,13,submirrot_tilt_lead,
90,13,submirrot_tilt_lead,
91,14,submirrot_tilt_lead,
92,14,submirrot_tilt_lead,
93,14,submirrot_tilt_lead,
94,15,submirrot_tilt_lead,
95,15,submirrot_tilt_lead,
96,15,submirrot_tilt_lead,
97,16,submirrot_tilt_lead,
98,16,submirrot_tilt_lead,
99,16,submirrot_tilt_lead,
100,17,submirrot_tilt_lead,
101,17,submirrot_tilt_lead,
102,17,submirrot_tilt_lead,
103,18,submirrot_tilt_lead,
104,18,submirrot_tilt_lead,
105,18,submirrot_tilt_lead,
106,19,submirrot_tilt_lead,
107,19,submirrot_tilt_lead,
108,19,submirrot_tilt_lead,
109,20,submirrot_tilt_lead,
110,20,submirrot_tilt_lead,
111,20,submirrot_tilt_lead,
112,21,submirrot_tilt_lead,
113,21,submirrot_tilt_lead,
114,21,submirrot_tilt_lead,
115,22,submirrot_tilt_lead,
116,22,submirrot_tilt_lead,
117,22,submirrot_tilt_lead,
118,23,submirrot_tilt_lead,
119,23,submirrot_tilt_lead,
120,23,submirrot_tilt_lead,
121,24,submirrot_tilt_lead,
122,24,submirrot_tilt_lead,
123,24,submirrot_tilt_lead,
124,25,submirrot_tilt_lead,
125,25,submirrot_tilt_lead,
126,25,submirrot_tilt_lead,
127,26,submirrot_tilt_lead,
128,26,submirrot_tilt_lead,
129,26,submirrot_tilt_lead,
130,27,submirrot_tilt_lead,
131,27,submirrot_tilt_lead,
132,27,submirrot_tilt_lead,
133,28,submirrot_tilt_lead,
134,28,submirrot_tilt_lead,
135,28,submirrot_tilt_lead,
136,29,submirrot_tilt_lead,
137,29,submirrot_tilt_lead,
138,29,submirrot_tilt_lead,
139,30,submirrot_tilt_lead,
140,30,submirrot_tilt_lead,
141,30,submirrot_tilt_lead,
142,31,submirrot_tilt_lead,
143,31,submirrot_tilt_lead,
144,31,submirrot_tilt_lead,
145,32,submirrot_tilt_lead,
146,32,submirrot_tilt_lead,
147,32,submirrot_tilt_lead,
148,33,submirrot_tilt_lead,
149,33,submirrot_tilt_lead,
150,33,submirrot_tilt_lead,
151,34,submirrot_tilt_lead,
152,34,submirrot_tilt_lead,
153,34,submirrot_tilt_lead,
154,35,submirrot_tilt_lead,
155,35,submirrot_tilt_lead,
156,35,submirrot_tilt_lead,
157,36,submirrot_tilt_lead,
158,36,submirrot_tilt_lead,
159,36,submirrot_tilt_lead,
160,37,submirrot_tilt_lead,
161,37,submirrot_tilt_lead,
162,37,submirrot_tilt_lead,
163,38,submirrot_tilt_lead,
164,38,submirrot_tilt_lead,
165,38,submirrot_tilt_lead,
166,39,submirrot_tilt_lead,
167,39,submirrot_tilt_lead,
168,39,submirrot_tilt_lead,
169,40,submirrot_tilt_lead,
170,40,submirrot_tilt_lead,
171,40,submirrot_tilt_lead,
172,41,submirrot_tilt_lead,
173,41,submirrot_tilt_lead,
174,41,submirrot_tilt_lead,
175,42,submirrot_tilt_lead,
176,42,submirrot_tilt_lead,
177,42,submirrot_tilt_lead,
178,43,submirrot_tilt_lead,
179,43,submirrot_tilt_lead,
180,43,submirrot_tilt_lead,
181,44,submirrot_tilt_lead,
182,44,submirrot_tilt_lead,
183,44,submirrot_tilt_lead,
184,45,submirrot_tilt_lead,
185,45,submirrot_tilt_lead,
186,45,submirrot_tilt_lead,
187,46,submirrot_tilt_lead,
188,46,submirrot_tilt_lead,
189,46,submirrot_tilt_lead,
190,47,submirrot_tilt_lead,
191,47,submirrot_tilt_lead,
192,47,submirrot_tilt_lead,
193,48,submirrot_tilt_lead,
194,48,submirrot_tilt_lead,
195,48,submirrot_tilt_lead,
196,49,submirrot_tilt_lead,
197,49,submirrot_tilt_lead,
198,49,submirrot_tilt_lead,
199,50,submirrot_tilt_lead,
200,50,submirrot_tilt_lead,
201,50,submirrot_tilt_lead,
202,51,submirrot_tilt_lead,
203,51,submirrot_tilt_lead,
204,51,submirrot_tilt_lead,
205,52,submirrot_tilt_lead,
206,52,submirrot_tilt_lead,
207,52,submirrot_tilt_lead,
208,53,submirrot_tilt_lead,
209,53,submirrot_tilt_lead,
210,53,submirrot_tilt_lead,
211,54,submirrot_tilt_lead,
212,54,submirrot_tilt_lead,
213,54,submirrot_tilt_lead,
214,55,submirrot_tilt_lead,
215,55,submirrot_tilt_lead,
216,55,submirrot_tilt_lead,
217,56,submirrot_tilt_lead,
218,56,submirrot_tilt_lead,
219,56,submirrot_tilt_lead,
220,57,submirrot_tilt_lead,
221,57,submirrot_tilt_lead,
222,57,submirrot_tilt_lead,
223,58,submirrot_tilt_lead,
224,58,submirrot_tilt_lead,
225,58,submirrot_tilt_lead,
226,59,submirrot_tilt_lead,
227,59,submirrot_tilt_lead,
228,59,submirrot_tilt_lead,
229,60,submirrot_tilt_lead,
230,60,submirrot_tilt_lead,
231,60,submirrot_tilt_lead,
232,61,submirrot_tilt_lead,
233,61,submirrot_tilt_lead,
234,61,submirrot_tilt_lead,
235,62,submirrot_tilt_lead,
236,62,submirrot_tilt_lead,
237,62,submirrot_tilt_lead,
238,63,submirrot_tilt_lead,
239,63,submirrot_tilt_lead,
240,63,submirrot_tilt_lead,
241,64,submirrot_tilt_lead,
242,64,submirrot_tilt_lead,
243,64,submirrot_tilt_lead,
244,65,submirrot_tilt_lead,
245,65,submirrot_tilt_lead,
246,65,submirrot_tilt_lead,
247,66,submirrot_tilt_lead,
248,66,submirrot_tilt_lead,
249,66,submirrot_tilt_lead,
1287,4,bad_seeing_lead,
1291,4,bad_sseing_lead,
1280,1287,lead_seeing_poor,
1281,1287,lead_seeing_poor,
1282,1287,lead_seeing_poor,
1283,1291,lead_doom_seeing_poor,
1284,1291,lead_doom_seeing_poor,
1285,1291,lead_doom_seeing_poor,
259,1284,not_open_lead,
260,1284,not_open_lead,
261,1284,not_open_lead,
261,1284,not_open_lead,
256,5,dome_off,
1288,5,bright_night_sky,
1271,5,camera_error_lead,
1272,5,camera_error_lead,
1273,5,camera_error_lead,
1274,5,camera_error_lead,
1275,5,camera_error_lead,
1276,5,camera_error_lead,
1277,5,camera_error_lead,
1278,5,camera_error_lead,
